sales_agent,account,deal_stage,engage_date,close_date,close_value,sector,year_established,revenue,employees,office_location,close_value_per_employee,close_value_per_revenue
Corliss Cosme,The New York Inquirer,Won,2017-08-15,2017-09-01,4520.0,medical,1996.0,439.21,792.0,United States,5.707070707070707,10.291204662917512
Corliss Cosme,Umbrella Corporation,Won,2017-08-15,2017-11-09,5868.0,finance,1998.0,2022.14,5113.0,United States,1.147662820262077,2.9018762301324337
Daniell Hammack,Bioplex,Won,2017-08-15,2017-08-22,2682.0,medical,1991.0,326.82,1016.0,United States,2.6397637795275593,8.206352120433266
Darcel Schlecht,Dontechi,Lost,2017-08-15,2017-12-03,0.0,software,1982.0,4618.0,10083.0,United States,0.0,0.0
Darcel Schlecht,Ron-tech,Lost,2017-08-15,2017-11-20,0.0,medical,1992.0,3922.42,6837.0,United States,0.0,0.0
Darcel Schlecht,Rundofase,Won,2017-08-15,2017-08-25,1104.0,technolgy,1983.0,1008.06,1238.0,United States,0.8917609046849758,1.0951729063746207
Darcel Schlecht,Globex Corporation,Won,2017-08-15,2017-11-09,5107.0,technolgy,2000.0,1223.72,2497.0,Norway,2.0452543051661993,4.173340306606086
Donn Cantrell,Ontomedia,Won,2017-08-15,2017-11-25,533.0,employment,1997.0,882.12,2769.0,United States,0.19248826291079812,0.6042261823788146
Donn Cantrell,Plussunin,Won,2017-08-15,2017-12-11,5454.0,retail,2003.0,1419.98,4018.0,United States,1.357391737182678,3.8408991675939097
Gladys Colclough,Warephase,Lost,2017-08-15,2017-09-05,0.0,services,1997.0,2041.73,5276.0,United States,0.0,0.0
Gladys Colclough,dambase,Lost,2017-08-15,2017-11-01,0.0,marketing,1995.0,2173.98,2928.0,United States,0.0,0.0
James Ascencio,Plusstrip,Won,2017-08-15,2017-09-03,5533.0,entertainment,2002.0,349.81,315.0,United States,17.565079365079367,15.817157885709385
Jonathan Berthelot,Statholdings,Won,2017-08-15,2017-11-12,57.0,employment,1997.0,291.27,586.0,United States,0.09726962457337884,0.19569471624266147
Kami Bicknell,Scotfind,Won,2017-08-15,2017-08-23,557.0,software,1996.0,6354.87,16780.0,United States,0.0331942789034565,0.08764931462012598
Markita Hansen,Scotfind,Lost,2017-08-15,2017-11-12,0.0,software,1996.0,6354.87,16780.0,United States,0.0,0.0
Markita Hansen,Fasehatice,Won,2017-08-15,2017-08-26,3271.0,retail,1990.0,4968.91,7523.0,United States,0.4347999468297222,0.6582932675375485
Marty Freudenburg,Isdom,Lost,2017-08-15,2017-08-27,0.0,medical,2002.0,3178.24,4540.0,United States,0.0,0.0
Moses Frase,Codehow,Lost,2017-08-15,2017-11-10,0.0,software,1998.0,2714.9,2641.0,United States,0.0,0.0
Moses Frase,Scottech,Won,2017-08-15,2017-12-18,716.0,marketing,2012.0,45.39,100.0,United States,7.16,15.774399647499449
Reed Clapper,Zencorporation,Won,2017-08-15,2017-09-03,1024.0,technolgy,2011.0,40.79,142.0,China,7.211267605633803,25.10419220397156
Reed Clapper,Mathtouch,Won,2017-08-15,2017-08-23,4545.0,marketing,1984.0,3027.46,9516.0,Jordan,0.4776166456494325,1.501258480706599
Rosie Papadopoulos,Acme Corporation,Lost,2017-08-15,2017-11-17,0.0,technolgy,1996.0,1100.04,2822.0,United States,0.0,0.0
Versie Hillebrand,Finhigh,Engaging,2017-08-15,,0.0,finance,2006.0,1102.43,1759.0,United States,0.0,0.0
Vicki Laflamme,Faxquote,Lost,2017-08-15,2017-08-23,0.0,telecommunications,1995.0,1825.82,5595.0,United States,0.0,0.0
Violet Mclelland,Donquadtech,Won,2017-08-15,2017-11-23,55.0,technolgy,1992.0,1712.68,3194.0,United States,0.017219787100814028,0.032113412896746615
Zane Levy,Green-Plus,Engaging,2017-08-15,,0.0,services,2003.0,692.19,1922.0,United States,0.0,0.0
Anna Snelling,Treequote,Won,2017-08-16,2017-08-29,53.0,telecommunications,1988.0,5266.09,8595.0,United States,0.006166375799883653,0.010064393126589176
Boris Faz,Stanredtax,Engaging,2017-08-16,,0.0,finance,1987.0,1698.2,3798.0,United States,0.0,0.0
Boris Faz,Kan-code,Won,2017-08-16,2017-11-26,4732.0,software,1982.0,11698.03,34288.0,United States,0.13800746616892207,0.40451255467800984
Cassey Cress,Zencorporation,Won,2017-08-16,2017-11-16,578.0,technolgy,2011.0,40.79,142.0,China,4.070422535211268,14.170139740132386
Kami Bicknell,Blackzim,Won,2017-08-16,2017-08-23,557.0,retail,2009.0,497.11,1588.0,United States,0.3507556675062972,1.1204763533222022
Kami Bicknell,Finjob,Won,2017-08-16,2017-09-04,57.0,employment,1988.0,2059.9,3644.0,United States,0.015642151481888036,0.02767124617699888
Markita Hansen,Kan-code,Lost,2017-08-16,2017-08-26,0.0,software,1982.0,11698.03,34288.0,United States,0.0,0.0
Rosie Papadopoulos,Kan-code,Won,2017-08-16,2017-09-24,501.0,software,1982.0,11698.03,34288.0,United States,0.014611525898273449,0.04282772398429479
Versie Hillebrand,Rangreen,Won,2017-08-16,2017-08-29,1084.0,technolgy,1987.0,2938.67,8775.0,Panama,0.12353276353276353,0.3688743547250967
Versie Hillebrand,Dontechi,Won,2017-08-16,2017-09-02,56.0,software,1982.0,4618.0,10083.0,United States,0.00555390260835069,0.012126461671719359
Zane Levy,Singletechno,Lost,2017-08-16,2017-11-13,0.0,retail,1996.0,2214.94,5374.0,United States,0.0,0.0
Anna Snelling,Hottechi,Won,2017-08-17,2017-11-22,5468.0,technolgy,1997.0,8170.38,16499.0,Korea,0.33141402509242984,0.6692467180229071
Cassey Cress,Rantouch,Engaging,2017-08-17,,0.0,telecommunications,1994.0,1188.42,3015.0,United States,0.0,0.0
Cassey Cress,Zencorporation,Won,2017-08-17,2017-11-19,567.0,technolgy,2011.0,40.79,142.0,China,3.992957746478873,13.900465800441285
Corliss Cosme,Gekko & Co,Lost,2017-08-17,2017-11-05,0.0,retail,1990.0,2520.83,3502.0,United States,0.0,0.0
Darcel Schlecht,Dontechi,Won,2017-08-17,2017-11-19,1029.0,software,1982.0,4618.0,10083.0,United States,0.10205296042844392,0.2228237332178432
Kary Hendrixson,Fasehatice,Won,2017-08-17,2017-11-08,430.0,retail,1990.0,4968.91,7523.0,United States,0.0571580486508042,0.08653809386766917
Maureen Marcano,Kan-code,Won,2017-08-17,2017-11-17,5316.0,software,1982.0,11698.03,34288.0,United States,0.1550396640223985,0.45443549042018183
Moses Frase,Ron-tech,Lost,2017-08-17,2017-08-28,0.0,medical,1992.0,3922.42,6837.0,United States,0.0,0.0
Rosalina Dieter,Ganjaflex,Engaging,2017-08-17,,0.0,retail,1995.0,5158.71,17479.0,Japan,0.0,0.0
Rosie Papadopoulos,Kan-code,Won,2017-08-17,2017-09-04,3913.0,software,1982.0,11698.03,34288.0,United States,0.11412155856276249,0.3345007663683543
Versie Hillebrand,Zumgoity,Lost,2017-08-17,2017-08-24,0.0,medical,1984.0,441.08,1210.0,United States,0.0,0.0
Versie Hillebrand,Toughzap,Lost,2017-08-17,2017-08-20,0.0,retail,1995.0,332.43,799.0,United States,0.0,0.0
Vicki Laflamme,Condax,Lost,2017-08-17,2017-08-18,0.0,medical,2017.0,4.54,9.0,United States,0.0,0.0
Vicki Laflamme,Plexzap,Lost,2017-08-17,2017-11-11,0.0,retail,2001.0,2437.85,4874.0,United States,0.0,0.0
Violet Mclelland,Hatfan,Engaging,2017-08-17,,0.0,services,1982.0,792.46,1299.0,United States,0.0,0.0
Zane Levy,Hottechi,Won,2017-08-17,2017-09-03,655.0,technolgy,1997.0,8170.38,16499.0,Korea,0.03969937571974059,0.08016762990215877
Zane Levy,Groovestreet,Won,2017-08-17,2017-08-31,46.0,retail,2003.0,223.8,299.0,United States,0.15384615384615385,0.20554066130473636
Boris Faz,Acme Corporation,Lost,2017-08-18,2017-08-26,0.0,technolgy,1996.0,1100.04,2822.0,United States,0.0,0.0
Cecily Lampkin,dambase,Lost,2017-08-18,2017-08-24,0.0,marketing,1995.0,2173.98,2928.0,United States,0.0,0.0
Corliss Cosme,Betasoloin,Lost,2017-08-18,2017-08-31,0.0,medical,1999.0,251.41,495.0,United States,0.0,0.0
Corliss Cosme,Silis,Won,2017-08-18,2017-11-04,6372.0,medical,1994.0,2818.38,6290.0,United States,1.0130365659777425,2.2608732676218253
Darcel Schlecht,Warephase,Won,2017-08-18,2017-11-13,986.0,services,1997.0,2041.73,5276.0,United States,0.18688400303260044,0.4829237950169709
Darcel Schlecht,Betatech,Won,2017-08-18,2017-09-01,4817.0,medical,1986.0,647.18,1185.0,Kenya,4.0649789029535865,7.4430606631848955
Gladys Colclough,Stanredtax,Lost,2017-08-18,2017-08-31,0.0,finance,1987.0,1698.2,3798.0,United States,0.0,0.0
Hayden Neloms,Green-Plus,Won,2017-08-18,2017-08-20,6529.0,services,2003.0,692.19,1922.0,United States,3.3969823100936525,9.432381282595818
Jonathan Berthelot,Scottech,Lost,2017-08-18,2017-08-25,0.0,marketing,2012.0,45.39,100.0,United States,0.0,0.0
Kary Hendrixson,Hottechi,Lost,2017-08-18,2017-11-14,0.0,technolgy,1997.0,8170.38,16499.0,Korea,0.0,0.0
Kary Hendrixson,Condax,Won,2017-08-18,2017-11-14,4454.0,medical,2017.0,4.54,9.0,United States,494.8888888888889,981.0572687224669
Markita Hansen,Cheers,Won,2017-08-18,2017-09-14,1002.0,entertainment,1993.0,4269.9,6472.0,United States,0.15482076637824474,0.23466591723459568
Markita Hansen,Green-Plus,Won,2017-08-18,2017-11-04,63.0,services,2003.0,692.19,1922.0,United States,0.032778355879292405,0.09101547263034715
Marty Freudenburg,Ron-tech,Won,2017-08-18,2017-12-30,580.0,medical,1992.0,3922.42,6837.0,United States,0.08483252888693872,0.14786789787937038
Maureen Marcano,Donquadtech,Engaging,2017-08-18,,0.0,technolgy,1992.0,1712.68,3194.0,United States,0.0,0.0
Violet Mclelland,Vehement Capital Partners,Won,2017-08-18,2017-12-07,49.0,finance,1993.0,646.1,883.0,United States,0.05549263873159683,0.07583965330444203
Boris Faz,Mathtouch,Won,2017-08-19,2017-12-03,5703.0,marketing,1984.0,3027.46,9516.0,Jordan,0.5993064312736444,1.883757341137455
Cassey Cress,Opentech,Lost,2017-08-19,2017-08-26,0.0,finance,1994.0,355.23,853.0,United States,0.0,0.0
Darcel Schlecht,Finhigh,Lost,2017-08-19,2017-08-22,0.0,finance,2006.0,1102.43,1759.0,United States,0.0,0.0
Darcel Schlecht,Dontechi,Lost,2017-08-19,2017-08-26,0.0,software,1982.0,4618.0,10083.0,United States,0.0,0.0
Donn Cantrell,Kan-code,Lost,2017-08-19,2017-11-11,0.0,software,1982.0,11698.03,34288.0,United States,0.0,0.0
Jonathan Berthelot,Funholding,Won,2017-08-19,2017-12-01,1148.0,finance,1991.0,2819.5,7227.0,United States,0.15884876158848762,0.4071643908494414
Kami Bicknell,Singletechno,Lost,2017-08-19,2017-08-25,0.0,retail,1996.0,2214.94,5374.0,United States,0.0,0.0
Kary Hendrixson,J-Texon,Lost,2017-08-19,2017-08-28,0.0,retail,1989.0,1388.67,3583.0,United States,0.0,0.0
Kary Hendrixson,Groovestreet,Lost,2017-08-19,2017-11-26,0.0,retail,2003.0,223.8,299.0,United States,0.0,0.0
Kary Hendrixson,Hottechi,Won,2017-08-19,2017-12-24,4009.0,technolgy,1997.0,8170.38,16499.0,Korea,0.2429844232983817,0.4906748523324497
Lajuana Vencill,Rangreen,Won,2017-08-19,2017-11-02,3024.0,technolgy,1987.0,2938.67,8775.0,Panama,0.3446153846153846,1.0290369452847716
Maureen Marcano,Kan-code,Engaging,2017-08-19,,0.0,software,1982.0,11698.03,34288.0,United States,0.0,0.0
Moses Frase,Funholding,Lost,2017-08-19,2017-11-20,0.0,finance,1991.0,2819.5,7227.0,United States,0.0,0.0
Rosie Papadopoulos,Xx-zobam,Lost,2017-08-19,2017-11-11,0.0,entertainment,1989.0,3838.39,8274.0,United States,0.0,0.0
Vicki Laflamme,Doncon,Won,2017-08-19,2017-11-27,5058.0,technolgy,2010.0,587.72,1501.0,United States,3.369753497668221,8.606138977744504
Zane Levy,Cheers,Lost,2017-08-19,2017-11-25,0.0,entertainment,1993.0,4269.9,6472.0,United States,0.0,0.0
Boris Faz,Ontomedia,Lost,2017-08-20,2017-09-02,0.0,employment,1997.0,882.12,2769.0,United States,0.0,0.0
Cassey Cress,Bluth Company,Won,2017-08-20,2017-09-11,566.0,technolgy,1993.0,1242.32,3027.0,United States,0.18698381235546746,0.45559920149397903
Cassey Cress,Donquadtech,Won,2017-08-20,2017-11-02,578.0,technolgy,1992.0,1712.68,3194.0,United States,0.18096430807764557,0.33748277553308265
Darcel Schlecht,Toughzap,Won,2017-08-20,2017-08-30,620.0,retail,1995.0,332.43,799.0,United States,0.7759699624530664,1.8650542971452637
Darcel Schlecht,Finhigh,Won,2017-08-20,2017-09-03,4310.0,finance,2006.0,1102.43,1759.0,United States,2.450255827174531,3.909545277251163
Hayden Neloms,Scotfind,Won,2017-08-20,2017-08-21,3448.0,software,1996.0,6354.87,16780.0,United States,0.20548271752085817,0.5425760086358966
James Ascencio,Hatfan,Lost,2017-08-20,2017-11-28,0.0,services,1982.0,792.46,1299.0,United States,0.0,0.0
Kami Bicknell,Xx-holding,Won,2017-08-20,2017-11-19,3517.0,finance,1993.0,7537.24,20293.0,United States,0.17331099393879662,0.46661642723331087
Kary Hendrixson,Labdrill,Engaging,2017-08-20,,0.0,medical,1985.0,2741.37,9226.0,United States,0.0,0.0
Maureen Marcano,Kan-code,Won,2017-08-20,2017-12-25,3854.0,software,1982.0,11698.03,34288.0,United States,0.11240083994400374,0.32945718210673075
Moses Frase,Stanredtax,Won,2017-08-20,2017-12-17,3894.0,finance,1987.0,1698.2,3798.0,United States,1.0252764612954186,2.2930161347308915
Vicki Laflamme,Mathtouch,Engaging,2017-08-20,,0.0,marketing,1984.0,3027.46,9516.0,Jordan,0.0,0.0
Vicki Laflamme,Rantouch,Won,2017-08-20,2017-12-22,2833.0,telecommunications,1994.0,1188.42,3015.0,United States,0.9396351575456053,2.3838373638949193
Violet Mclelland,Vehement Capital Partners,Lost,2017-08-20,2017-09-06,0.0,finance,1993.0,646.1,883.0,United States,0.0,0.0
Anna Snelling,Domzoom,Won,2017-08-21,2017-11-03,54.0,entertainment,1998.0,217.87,551.0,United States,0.09800362976406533,0.24785422499655757
Boris Faz,Condax,Engaging,2017-08-21,,0.0,medical,2017.0,4.54,9.0,United States,0.0,0.0
Darcel Schlecht,Codehow,Lost,2017-08-21,2017-11-27,0.0,software,1998.0,2714.9,2641.0,United States,0.0,0.0
Darcel Schlecht,Funholding,Won,2017-08-21,2017-11-12,509.0,finance,1991.0,2819.5,7227.0,United States,0.07043033070430331,0.1805284624933499
Gladys Colclough,Treequote,Won,2017-08-21,2017-12-06,3436.0,telecommunications,1988.0,5266.09,8595.0,United States,0.3997673065735893,0.6524765053388757
Hayden Neloms,Plusstrip,Won,2017-08-21,2017-11-27,3514.0,entertainment,2002.0,349.81,315.0,United States,11.155555555555555,10.045453246047854
Jonathan Berthelot,Rangreen,Won,2017-08-21,2017-12-30,611.0,technolgy,1987.0,2938.67,8775.0,Panama,0.06962962962962962,0.20791718702678422
Kary Hendrixson,Doncon,Won,2017-08-21,2017-11-08,58.0,technolgy,2010.0,587.72,1501.0,United States,0.038640906062624915,0.09868644932961274
Lajuana Vencill,Finhigh,Lost,2017-08-21,2017-11-17,0.0,finance,2006.0,1102.43,1759.0,United States,0.0,0.0
Lajuana Vencill,Streethex,Won,2017-08-21,2017-12-13,513.0,retail,1988.0,1376.8,1165.0,Belgium,0.44034334763948496,0.37260313771063336
Markita Hansen,Newex,Lost,2017-08-21,2017-08-29,0.0,services,1991.0,1012.72,3492.0,Germany,0.0,0.0
Moses Frase,Codehow,Lost,2017-08-21,2017-11-03,0.0,software,1998.0,2714.9,2641.0,United States,0.0,0.0
Rosalina Dieter,Xx-holding,Engaging,2017-08-21,,0.0,finance,1993.0,7537.24,20293.0,United States,0.0,0.0
Versie Hillebrand,Treequote,Won,2017-08-21,2017-09-08,54.0,telecommunications,1988.0,5266.09,8595.0,United States,0.0062827225130890054,0.010254287336524821
Vicki Laflamme,Nam-zim,Won,2017-08-21,2017-12-23,547.0,services,1987.0,405.59,1179.0,Brazil,0.46395250212044103,1.3486525801918194
Violet Mclelland,Yearin,Lost,2017-08-21,2017-12-08,0.0,retail,2005.0,2261.05,3851.0,United States,0.0,0.0
Violet Mclelland,Ganjaflex,Won,2017-08-21,2017-08-26,592.0,retail,1995.0,5158.71,17479.0,Japan,0.03386921448595458,0.11475737151342098
Wilburn Farren,The New York Inquirer,Lost,2017-08-21,2017-12-11,0.0,medical,1996.0,439.21,792.0,United States,0.0,0.0
Cassey Cress,Ganjaflex,Lost,2017-08-22,2017-12-05,0.0,retail,1995.0,5158.71,17479.0,Japan,0.0,0.0
Corliss Cosme,The New York Inquirer,Won,2017-08-22,2017-11-06,5529.0,medical,1996.0,439.21,792.0,United States,6.981060606060606,12.588511190546663
Corliss Cosme,Gekko & Co,Won,2017-08-22,2017-09-02,5002.0,retail,1990.0,2520.83,3502.0,United States,1.428326670474015,1.9842670866341643
Donn Cantrell,Umbrella Corporation,Lost,2017-08-22,2017-09-01,0.0,finance,1998.0,2022.14,5113.0,United States,0.0,0.0
Donn Cantrell,Zotware,Lost,2017-08-22,2017-11-01,0.0,software,1979.0,4478.47,13809.0,United States,0.0,0.0
James Ascencio,Green-Plus,Won,2017-08-22,2017-12-20,476.0,services,2003.0,692.19,1922.0,United States,0.24765868886576484,0.687672459873734
Markita Hansen,Dalttechnology,Won,2017-08-22,2017-11-18,56.0,software,2013.0,98.79,96.0,United States,0.5833333333333334,0.5668589938252859
Marty Freudenburg,Isdom,Lost,2017-08-22,2017-08-31,0.0,medical,2002.0,3178.24,4540.0,United States,0.0,0.0
Maureen Marcano,Konex,Lost,2017-08-22,2017-12-01,0.0,technolgy,1980.0,7708.38,13756.0,United States,0.0,0.0
Maureen Marcano,Singletechno,Won,2017-08-22,2017-11-30,601.0,retail,1996.0,2214.94,5374.0,United States,0.11183475995534053,0.27133917848790484
Maureen Marcano,Doncon,Won,2017-08-22,2017-12-28,1005.0,technolgy,2010.0,587.72,1501.0,United States,0.6695536309127248,1.709997958211393
Moses Frase,Warephase,Won,2017-08-22,2017-11-11,4731.0,services,1997.0,2041.73,5276.0,United States,0.8967020470053071,2.3171526107761555
Reed Clapper,Bubba Gump,Lost,2017-08-22,2017-11-10,0.0,software,2002.0,987.39,2253.0,United States,0.0,0.0
Reed Clapper,Ganjaflex,Won,2017-08-22,2017-09-02,4649.0,retail,1995.0,5158.71,17479.0,Japan,0.26597631443446423,0.9011942908207672
Rosie Papadopoulos,Umbrella Corporation,Won,2017-08-22,2017-09-01,4787.0,finance,1998.0,2022.14,5113.0,United States,0.9362409544298846,2.3672940548132178
Wilburn Farren,The New York Inquirer,Won,2017-08-22,2017-12-22,2994.0,medical,1996.0,439.21,792.0,United States,3.7803030303030303,6.816784681587396
Anna Snelling,Funholding,Lost,2017-08-23,2017-11-08,0.0,finance,1991.0,2819.5,7227.0,United States,0.0,0.0
Anna Snelling,Condax,Won,2017-08-23,2017-11-14,58.0,medical,2017.0,4.54,9.0,United States,6.444444444444445,12.775330396475772
Cecily Lampkin,Betatech,Won,2017-08-23,2017-11-13,1074.0,medical,1986.0,647.18,1185.0,Kenya,0.9063291139240506,1.6595074013412034
Cecily Lampkin,Isdom,Won,2017-08-23,2017-08-26,54.0,medical,2002.0,3178.24,4540.0,United States,0.011894273127753305,0.016990535642368104
Daniell Hammack,Ganjaflex,Lost,2017-08-23,2017-11-01,0.0,retail,1995.0,5158.71,17479.0,Japan,0.0,0.0
Daniell Hammack,Ganjaflex,Won,2017-08-23,2017-12-03,1054.0,retail,1995.0,5158.71,17479.0,Japan,0.06030093254762858,0.20431464455261103
Darcel Schlecht,Betatech,Won,2017-08-23,2017-11-14,4833.0,medical,1986.0,647.18,1185.0,Kenya,4.078481012658228,7.4677833060354155
Darcel Schlecht,Dontechi,Won,2017-08-23,2017-12-20,4744.0,software,1982.0,4618.0,10083.0,United States,0.47049489239313697,1.0272845387613685
Garret Kinder,Plussunin,Lost,2017-08-23,2017-11-03,0.0,retail,2003.0,1419.98,4018.0,United States,0.0,0.0
James Ascencio,Labdrill,Won,2017-08-23,2017-11-29,508.0,medical,1985.0,2741.37,9226.0,United States,0.055061781920659005,0.18530880545128897
Jonathan Berthelot,Gogozoom,Won,2017-08-23,2017-11-19,57.0,telecommunications,2007.0,86.68,187.0,United States,0.3048128342245989,0.6575911398246423
Kami Bicknell,Lexiqvolax,Engaging,2017-08-23,,0.0,medical,2004.0,1618.89,3889.0,United States,0.0,0.0
Kary Hendrixson,J-Texon,Lost,2017-08-23,2017-09-13,0.0,retail,1989.0,1388.67,3583.0,United States,0.0,0.0
Kary Hendrixson,Scotfind,Won,2017-08-23,2017-11-15,5280.0,software,1996.0,6354.87,16780.0,United States,0.3146603098927294,0.8308588531315354
Kary Hendrixson,Sunnamplex,Won,2017-08-23,2017-08-25,62.0,marketing,2008.0,894.37,1593.0,Poland,0.0389202762084118,0.06932253988841307
Lajuana Vencill,Hottechi,Lost,2017-08-23,2017-11-07,0.0,technolgy,1997.0,8170.38,16499.0,Korea,0.0,0.0
Lajuana Vencill,Inity,Won,2017-08-23,2017-11-21,528.0,marketing,1986.0,2403.58,8801.0,United States,0.05999318259288717,0.21967232211950508
Maureen Marcano,Labdrill,Won,2017-08-23,2017-08-27,993.0,medical,1985.0,2741.37,9226.0,United States,0.10763060914805983,0.36222764530143686
Maureen Marcano,Y-corporation,Won,2017-08-23,2017-09-10,1121.0,employment,1983.0,2871.35,9561.0,United States,0.1172471498797197,0.3904086927751754
Maureen Marcano,Faxquote,Won,2017-08-23,2017-12-03,5110.0,telecommunications,1995.0,1825.82,5595.0,United States,0.9133154602323503,2.798742482829633
Moses Frase,Conecom,Won,2017-08-23,2017-12-13,51.0,technolgy,2005.0,1520.66,1806.0,United States,0.02823920265780731,0.03353806899635684
Niesha Huffines,Isdom,Lost,2017-08-23,2017-09-05,0.0,medical,2002.0,3178.24,4540.0,United States,0.0,0.0
Rosie Papadopoulos,Kan-code,Lost,2017-08-23,2017-12-31,0.0,software,1982.0,11698.03,34288.0,United States,0.0,0.0
Rosie Papadopoulos,Silis,Lost,2017-08-23,2017-11-28,0.0,medical,1994.0,2818.38,6290.0,United States,0.0,0.0
Versie Hillebrand,Zumgoity,Lost,2017-08-23,2017-09-05,0.0,medical,1984.0,441.08,1210.0,United States,0.0,0.0
Vicki Laflamme,Isdom,Engaging,2017-08-23,,0.0,medical,2002.0,3178.24,4540.0,United States,0.0,0.0
Violet Mclelland,Ganjaflex,Won,2017-08-23,2017-12-08,542.0,retail,1995.0,5158.71,17479.0,Japan,0.031008638938154358,0.10506502594640908
Violet Mclelland,Yearin,Won,2017-08-23,2017-12-21,576.0,retail,2005.0,2261.05,3851.0,United States,0.14957153985977667,0.254748899847416
Wilburn Farren,Donquadtech,Lost,2017-08-23,2017-08-31,0.0,technolgy,1992.0,1712.68,3194.0,United States,0.0,0.0
Daniell Hammack,Stanredtax,Engaging,2017-08-24,,0.0,finance,1987.0,1698.2,3798.0,United States,0.0,0.0
Donn Cantrell,Zotware,Lost,2017-08-24,2017-11-28,0.0,software,1979.0,4478.47,13809.0,United States,0.0,0.0
James Ascencio,Zoomit,Lost,2017-08-24,2017-12-24,0.0,entertainment,1992.0,324.19,978.0,United States,0.0,0.0
James Ascencio,Hottechi,Won,2017-08-24,2017-08-30,551.0,technolgy,1997.0,8170.38,16499.0,Korea,0.03339596339172071,0.06743872378028928
Kami Bicknell,Singletechno,Won,2017-08-24,2017-09-10,597.0,retail,1996.0,2214.94,5374.0,United States,0.11109043542984741,0.26953326049464094
Kary Hendrixson,Lexiqvolax,Won,2017-08-24,2017-11-13,948.0,medical,2004.0,1618.89,3889.0,United States,0.24376446387246078,0.5855864203250375
Kary Hendrixson,Zoomit,Won,2017-08-24,2017-12-18,62.0,entertainment,1992.0,324.19,978.0,United States,0.06339468302658487,0.1912458743329529
Markita Hansen,Scotfind,Won,2017-08-24,2017-12-08,4139.0,software,1996.0,6354.87,16780.0,United States,0.2466626936829559,0.6513115138468608
Marty Freudenburg,dambase,Won,2017-08-24,2017-11-03,6322.0,marketing,1995.0,2173.98,2928.0,United States,2.1591530054644807,2.908030432662674
Maureen Marcano,Konex,Lost,2017-08-24,2017-08-31,0.0,technolgy,1980.0,7708.38,13756.0,United States,0.0,0.0
Niesha Huffines,Finhigh,Lost,2017-08-24,2017-08-31,0.0,finance,2006.0,1102.43,1759.0,United States,0.0,0.0
Reed Clapper,Kan-code,Won,2017-08-24,2017-09-02,5415.0,software,1982.0,11698.03,34288.0,United States,0.157926971535231,0.4628984538422281
Rosalina Dieter,Sonron,Won,2017-08-24,2017-11-17,432.0,telecommunications,1999.0,1699.85,5108.0,United States,0.08457321848081441,0.25414007118275145
Rosalina Dieter,Condax,Won,2017-08-24,2017-08-30,53.0,medical,2017.0,4.54,9.0,United States,5.888888888888889,11.674008810572687
Versie Hillebrand,Rundofase,Won,2017-08-24,2017-09-03,57.0,technolgy,1983.0,1008.06,1238.0,United States,0.04604200323101777,0.05654425331825487
Versie Hillebrand,Streethex,Won,2017-08-24,2017-12-09,56.0,retail,1988.0,1376.8,1165.0,Belgium,0.048068669527897,0.04067402672864614
Violet Mclelland,Donware,Won,2017-08-24,2017-09-03,55.0,marketing,1999.0,1197.44,2570.0,United States,0.021400778210116732,0.04593132014965259
Violet Mclelland,Acme Corporation,Won,2017-08-24,2017-08-25,3146.0,technolgy,1996.0,1100.04,2822.0,United States,1.1148121899362156,2.8598960037816807
Anna Snelling,Stanredtax,Won,2017-08-25,2017-11-03,67.0,finance,1987.0,1698.2,3798.0,United States,0.017640863612427594,0.03945353904133789
Cassey Cress,Kan-code,Lost,2017-08-25,2017-11-03,0.0,software,1982.0,11698.03,34288.0,United States,0.0,0.0
Cassey Cress,Ganjaflex,Won,2017-08-25,2017-12-04,2613.0,retail,1995.0,5158.71,17479.0,Japan,0.14949367812803935,0.5065219793320423
Corliss Cosme,Yearin,Won,2017-08-25,2017-11-02,977.0,retail,2005.0,2261.05,3851.0,United States,0.25370033757465593,0.43210013047035667
Daniell Hammack,Scottech,Engaging,2017-08-25,,0.0,marketing,2012.0,45.39,100.0,United States,0.0,0.0
Daniell Hammack,Bubba Gump,Lost,2017-08-25,2017-11-25,0.0,software,2002.0,987.39,2253.0,United States,0.0,0.0
Daniell Hammack,Gekko & Co,Won,2017-08-25,2017-09-07,4445.0,retail,1990.0,2520.83,3502.0,United States,1.2692747001713307,1.7633081167710636
Donn Cantrell,Donquadtech,Lost,2017-08-25,2017-11-18,0.0,technolgy,1992.0,1712.68,3194.0,United States,0.0,0.0
Garret Kinder,Zotware,Won,2017-08-25,2017-12-29,54.0,software,1979.0,4478.47,13809.0,United States,0.003910493156636976,0.012057689344798558
Hayden Neloms,Labdrill,Won,2017-08-25,2017-12-01,3331.0,medical,1985.0,2741.37,9226.0,United States,0.36104487318447864,1.215085887713078
Jonathan Berthelot,Dontechi,Won,2017-08-25,2017-09-05,474.0,software,1982.0,4618.0,10083.0,United States,0.047009818506396905,0.10264183629276744
Kami Bicknell,Blackzim,Lost,2017-08-25,2017-08-31,0.0,retail,2009.0,497.11,1588.0,United States,0.0,0.0
Kami Bicknell,Condax,Won,2017-08-25,2017-11-13,994.0,medical,2017.0,4.54,9.0,United States,110.44444444444444,218.94273127753303
Kami Bicknell,Singletechno,Won,2017-08-25,2017-11-23,4773.0,retail,1996.0,2214.94,5374.0,United States,0.8881652400446595,2.1549116454621795
